"Symbol","ENSG","trt","untrt","baseMean","log2FoldChange","pvalue","padj","Entrez"
"PIP4K2C","ENSG00000166908",9.019,9.068,9.044,0.904,7.998e-10,5.186e-08,"79837"
"LINC00649","ENSG00000237945",7.232,7.216,7.224,1.452,8.126e-10,5.249e-08,"100506334"
"HNRNPA2B1","ENSG00000122566",13.09,12.856,12.973,1.509,8.288e-10,5.335e-08,"3181"
"FAM98B","ENSG00000171262",9.416,9.26,9.338,0.832,8.515e-10,5.461e-08,"283742"
"SCN5A","ENSG00000183873",8.226,7.806,8.016,1.141,8.603e-10,5.497e-08,"6331"
"LMBRD2","ENSG00000164187",9.243,9.247,9.245,0.642,8.766e-10,5.581e-08,"92255"
"AC061992.1","ENSG00000266970",6.517,6.499,6.508,-1.107,8.872e-10,5.628e-08,"101928674"
"PAFAH1B2","ENSG00000168092",10.93,10.55,10.74,-1.185,9.21e-10,5.822e-08,"5049"
"ZNF568","ENSG00000198453",8.163,8.318,8.241,-1.348,9.685e-10,6.1e-08,"374900"
"RNF8","ENSG00000112130",9.108,8.857,8.982,0.681,1.007e-09,6.318e-08,"9025"
"AL645728.1","ENSG00000215014",6.917,6.858,6.887,1.101,1.023e-09,6.399e-08,""
"PSEN1","ENSG00000080815",11.102,10.657,10.88,1.879,1.043e-09,6.499e-08,"5663"
"BNIPL","ENSG00000163141",6.499,6.54,6.52,-0.918,1.091e-09,6.775e-08,"149428"
"TNFRSF14","ENSG00000157873",9.281,9.455,9.368,0.824,1.105e-09,6.837e-08,"8764"
"AC004967.1","ENSG00000243554",6.55,6.581,6.566,1.116,1.143e-09,7.05e-08,""
"FTH1","ENSG00000167996",17.212,17.124,17.168,1.261,1.367e-09,8.402e-08,"2495"
"BCL2L2","ENSG00000129473",11.05,10.691,10.87,-0.781,1.385e-09,8.48e-08,"599"
"SLC25A43","ENSG00000077713",9.644,9.275,9.459,0.843,1.45e-09,8.85e-08,"203427"
"MANSC1","ENSG00000111261",9.771,9.895,9.833,1.582,1.62e-09,9.85e-08,"54682"
"HNRNPA1L2","ENSG00000139675",7.617,7.84,7.728,0.949,1.635e-09,9.908e-08,"144983"
"AHRR","ENSG00000063438",9.361,9.756,9.559,-0.914,1.674e-09,1.011e-07,"57491"
"GPNMB","ENSG00000136235",14.486,14.877,14.682,0.816,1.733e-09,1.043e-07,"10457"
"ZNF704","ENSG00000164684",8.445,8.148,8.297,-1.678,1.758e-09,1.055e-07,"619279"
"NLRX1","ENSG00000160703",9.087,9.1,9.093,2.499,1.84e-09,1.1e-07,"79671"
"JARID2","ENSG00000008083",8.901,8.569,8.735,-2.281,1.942e-09,1.157e-07,"3720"
"AC087482.1","ENSG00000259347",6.276,6.434,6.355,0.826,2.116e-09,1.256e-07,""
"PIGB","ENSG00000069943",8.727,8.712,8.72,1.581,2.284e-09,1.352e-07,"9488"
"AC010275.1","ENSG00000248268",6.231,6.442,6.337,0.571,2.353e-09,1.387e-07,""
"FAS","ENSG00000026103",10.252,10.321,10.286,-0.478,2.359e-09,1.387e-07,"355"
"EHBP1","ENSG00000115504",12.146,12.429,12.288,0.987,2.379e-09,1.394e-07,"23301"
"PKD2L2","ENSG00000078795",6.583,6.458,6.52,1.743,2.449e-09,1.43e-07,"27039"
"LSG1","ENSG00000041802",9.519,9.384,9.452,0.478,2.483e-09,1.445e-07,"55341"
"IER3IP1","ENSG00000134049",9.528,9.38,9.454,1.133,2.554e-09,1.482e-07,"51124"
"AC022080.1","ENSG00000203437",6.338,6.346,6.342,-2.563,2.61e-09,1.509e-07,""
"ZNF583","ENSG00000198440",7.683,7.869,7.776,1.255,2.667e-09,1.537e-07,"147949"
"AC005540.1","ENSG00000235852",7.472,7.089,7.28,-3.182,2.797e-09,1.603e-07,""
"TBC1D24","ENSG00000162065",8.743,8.758,8.751,0.685,2.799e-09,1.603e-07,"57465"
"AC026979.2","ENSG00000271869",6.384,6.415,6.4,1.636,3.018e-09,1.723e-07,""
"FBLN2","ENSG00000163520",14.164,14.293,14.229,-2.468,3.071e-09,1.747e-07,"2199"
"RN7SL832P","ENSG00000243819",6.639,6.654,6.647,0.771,3.634e-09,2.061e-07,""
"AL162426.1","ENSG00000279571",6.794,6.683,6.739,0.619,3.72e-09,2.103e-07,""
"PITPNM3","ENSG00000091622",7.015,7.14,7.077,-0.773,3.867e-09,2.179e-07,"83394"
"ANKRD39","ENSG00000213337",7.784,7.778,7.781,0.726,4.064e-09,2.282e-07,"51239"
"CHKB-CPT1B","ENSG00000254413",7.056,6.86,6.958,1.309,4.182e-09,2.342e-07,"386593"
"TMEM105","ENSG00000185332",6.67,6.533,6.602,-4.099,4.46e-09,2.489e-07,"284186"
"AC104758.2","ENSG00000259792",6.491,6.497,6.494,1.794,4.543e-09,2.527e-07,""
"TMEM252","ENSG00000181778",6.946,6.859,6.902,0.89,4.606e-09,2.555e-07,"169693"
"AFMID","ENSG00000183077",8.845,8.63,8.737,1.1,4.757e-09,2.63e-07,"125061"
"GAREM2","ENSG00000157833",8.276,8.295,8.285,1.651,4.856e-09,2.676e-07,"150946"
"SOWAHD","ENSG00000187808",6.728,6.585,6.657,0.702,4.987e-09,2.74e-07,"347454"
"DBNL","ENSG00000136279",10.996,11.028,11.012,4.037,5.373e-09,2.943e-07,"28988"
"C20orf203","ENSG00000198547",6.322,6.383,6.353,1.955,5.437e-09,2.969e-07,"284805"
"KCNE4","ENSG00000152049",8.755,8.646,8.701,3.463,5.567e-09,3.03e-07,"23704"
"TEKT3","ENSG00000125409",6.501,6.683,6.592,0.569,5.984e-09,3.248e-07,"64518"
"NES","ENSG00000132688",9.348,9.988,9.668,-0.993,6.156e-09,3.33e-07,"10763"
"FAAH","ENSG00000117480",7.079,6.988,7.034,0.87,6.485e-09,3.498e-07,"2166"
"FAM174B","ENSG00000185442",7.729,7.409,7.569,0.95,7.278e-09,3.914e-07,"400451"
"GNA12","ENSG00000146535",11.762,11.375,11.569,-0.576,8.033e-09,4.306e-07,"2768"
"ACTG1P2","ENSG00000229129",6.572,6.519,6.546,0.643,8.961e-09,4.787e-07,""
"SNORA77","ENSG00000221643",6.284,6.238,6.261,0.943,8.983e-09,4.787e-07,"677843"
"ISYNA1","ENSG00000105655",7.682,8.074,7.878,-1.13,9.496e-09,5.045e-07,"51477"
"SERINC2","ENSG00000168528",10.948,10.621,10.784,0.709,9.865e-09,5.225e-07,"347735"
"DUTP6","ENSG00000225171",6.286,6.282,6.284,-1.023,1.017e-08,5.372e-07,""
"FAM153C","ENSG00000204677",6.334,6.302,6.318,0.791,1.021e-08,5.375e-07,"653316"
"EHMT1","ENSG00000181090",9.912,10.039,9.975,-3.152,1.027e-08,5.39e-07,"79813"
"CCDC171","ENSG00000164989",7.43,7.755,7.592,-1.123,1.104e-08,5.778e-07,"203238"
"AC020637.1","ENSG00000258231",6.378,6.476,6.427,1.176,1.111e-08,5.799e-07,"100506869"
"ZFP36","ENSG00000128016",10.883,10.586,10.735,1.645,1.176e-08,6.116e-07,"7538"
"PTPN13","ENSG00000163629",11.087,11.479,11.283,3.094,1.181e-08,6.128e-07,"5783"
"LINC01513","ENSG00000246016",6.513,6.527,6.52,0.567,1.221e-08,6.317e-07,""
"TNIK","ENSG00000154310",9.211,10.225,9.718,0.988,1.23e-08,6.342e-07,"23043"
"APOBEC3C","ENSG00000244509",10.561,10.907,10.734,-1.894,1.238e-08,6.366e-07,"27350"
"PCCB","ENSG00000114054",8.874,9.12,8.997,1.062,1.247e-08,6.395e-07,"5096"
"SLC29A2","ENSG00000174669",6.737,6.901,6.819,2.249,1.253e-08,6.406e-07,"3177"
"AC007325.2","ENSG00000277196",7.489,6.22,6.855,-0.464,1.352e-08,6.89e-07,"102724788"
"FSTL1","ENSG00000163430",16.406,15.6,16.003,0.506,1.411e-08,7.174e-07,"11167"
"SBF2-AS1","ENSG00000246273",9.073,8.356,8.715,1.225,1.555e-08,7.878e-07,"283104"
"ACOX1","ENSG00000161533",9.879,10.01,9.945,-0.558,1.602e-08,8.098e-07,"51"
"SHBG","ENSG00000129214",6.857,7.129,6.993,-1.269,1.644e-08,8.286e-07,"6462"
"OCLN","ENSG00000197822",7.436,7.392,7.414,1.114,1.705e-08,8.568e-07,"100506658"
"PUDP","ENSG00000130021",8.805,8.716,8.761,-1.874,1.712e-08,8.577e-07,"8226"
"AC015802.3","ENSG00000267543",6.546,6.614,6.58,-0.64,1.784e-08,8.913e-07,""
"MUC20-OT1","ENSG00000242086",9.473,9.619,9.546,1.352,1.872e-08,9.327e-07,"727956"
"SNHG26","ENSG00000228649",7.215,7.286,7.25,0.714,1.9e-08,9.411e-07,""
"AGL","ENSG00000162688",10.203,9.837,10.02,-0.837,1.895e-08,9.411e-07,"178"
"HCG27","ENSG00000206344",6.707,6.821,6.764,0.959,1.906e-08,9.414e-07,"253018"
"CALU","ENSG00000128595",14.641,14.566,14.604,0.902,1.944e-08,9.578e-07,"813"
"AC105020.1","ENSG00000203392",7.247,7.062,7.155,-0.514,2.19e-08,1.076e-06,""
"AL022238.4","ENSG00000284431",7.033,7.431,7.232,1.118,2.198e-08,1.077e-06,""
"NDUFA6-DT","ENSG00000237037",7.589,7.885,7.737,-0.849,2.302e-08,1.125e-06,"100132273"
"RSPO4","ENSG00000101282",6.23,6.311,6.27,2.573,2.308e-08,1.125e-06,"343637"
"ATE1","ENSG00000107669",9.373,9.46,9.417,-2.495,2.479e-08,1.205e-06,"11101"
"SLC25A40","ENSG00000075303",8.333,8.589,8.461,-1.448,2.505e-08,1.214e-06,"55972"
"SLC40A1","ENSG00000138449",12.824,12.611,12.717,-0.672,2.528e-08,1.222e-06,"30061"
"TRERF1","ENSG00000124496",8.904,9.522,9.213,1.278,2.57e-08,1.239e-06,"55809"
"AL133245.1","ENSG00000272754",6.384,6.47,6.427,1.13,2.657e-08,1.277e-06,""
"EDIL3","ENSG00000164176",11.378,11.364,11.371,1.395,2.668e-08,1.279e-06,"10085"
"CCDC174","ENSG00000154781",9.003,9.11,9.057,1.135,2.696e-08,1.289e-06,"51244"
"P4HA2","ENSG00000072682",11.846,12.143,11.994,-0.41,3.041e-08,1.449e-06,"8974"
"C2orf73","ENSG00000177994",6.233,6.376,6.305,0.921,3.081e-08,1.465e-06,"129852"
"PGAM1P8","ENSG00000255200",6.85,6.884,6.867,1.197,3.184e-08,1.51e-06,""
"CCDC170","ENSG00000120262",7.915,7.765,7.84,-0.726,3.208e-08,1.517e-06,"80129"
"SURF2","ENSG00000148291",7.98,7.936,7.958,2.427,3.346e-08,1.578e-06,"6835"
"SUCLA2-AS1","ENSG00000227848",6.307,6.384,6.345,0.911,3.403e-08,1.6e-06,""
"AC002467.1","ENSG00000241764",6.854,6.823,6.839,1.287,3.551e-08,1.661e-06,"101927974"
"ACAD9","ENSG00000177646",9.373,9.408,9.391,0.662,3.543e-08,1.661e-06,"28976"
"TGFBR2","ENSG00000163513",14.251,12.791,13.521,0.855,3.743e-08,1.742e-06,"7048"
"TMLHE-AS1","ENSG00000224533",6.589,6.758,6.674,0.675,3.735e-08,1.742e-06,"100507404"
"ABHD17C","ENSG00000136379",9.481,9.085,9.283,-0.539,3.755e-08,1.743e-06,"58489"
"LINC02381","ENSG00000250742",7.678,7.667,7.673,1.754,3.841e-08,1.778e-06,"400043"
"RSL24D1P8","ENSG00000237273",6.256,6.247,6.251,0.776,3.888e-08,1.795e-06,""
"CYP2U1","ENSG00000155016",10.582,10.358,10.47,0.521,4.005e-08,1.844e-06,"113612"
"AL162424.1","ENSG00000269970",6.407,6.255,6.331,1.562,4.018e-08,1.846e-06,""
"AC006480.1","ENSG00000228019",6.311,6.338,6.324,0.815,4.227e-08,1.937e-06,""
"RPSAP52","ENSG00000241749",7.24,7.034,7.137,1.816,4.252e-08,1.943e-06,"204010"
"CEP72","ENSG00000112877",6.79,6.977,6.883,0.814,4.344e-08,1.98e-06,"55722"
"CADM1","ENSG00000182985",7.393,8.092,7.742,0.557,4.538e-08,2.063e-06,"23705"
"AC025268.1","ENSG00000281974",6.404,6.311,6.357,1.378,4.656e-08,2.111e-06,""
"AC009690.1","ENSG00000260729",7.318,7.129,7.223,0.878,4.786e-08,2.164e-06,""
"TNFSF9","ENSG00000125657",6.57,6.915,6.743,-2.669,4.848e-08,2.185e-06,"8744"
"IL11RA","ENSG00000137070",9.103,9.293,9.198,2.285,4.856e-08,2.185e-06,"3590"
"TEPSIN","ENSG00000167302",9.045,8.769,8.907,5.072,4.909e-08,2.203e-06,"146705"
"KLHDC9","ENSG00000162755",6.738,6.73,6.734,1.543,4.925e-08,2.205e-06,"126823"
"CBL","ENSG00000110395",10.157,9.841,9.999,1.04,5.142e-08,2.296e-06,"867"
"UQCRFS1P1","ENSG00000226085",6.78,6.748,6.764,-1.787,5.383e-08,2.397e-06,""
"PLEKHA2","ENSG00000169499",10.362,10.095,10.228,-3.05,5.401e-08,2.399e-06,"59339"
"ATXN3","ENSG00000066427",9.05,9.054,9.052,2.634,5.601e-08,2.482e-06,"4287"
"ARHGEF33","ENSG00000214694",6.876,6.899,6.887,-0.831,5.834e-08,2.573e-06,"100271715"
"AC244669.2","ENSG00000274642",6.985,6.652,6.818,-0.707,5.83e-08,2.573e-06,""
"AP006222.1","ENSG00000228463",7.827,8.228,8.027,-1.021,6.065e-08,2.668e-06,""
"NCAPG2","ENSG00000146918",8.653,8.649,8.651,-0.641,6.438e-08,2.824e-06,"54892"
"MT-ND4L","ENSG00000212907",12.974,12.825,12.9,3.121,6.511e-08,2.849e-06,"4539"
"AC007040.2","ENSG00000258881",6.419,6.665,6.542,0.581,6.883e-08,3.005e-06,""
"LINC02031","ENSG00000238837",6.34,6.304,6.322,-0.512,7.413e-08,3.228e-06,""
"MAPK14","ENSG00000112062",10.554,10.359,10.456,-0.727,7.464e-08,3.243e-06,"1432"
"RAB7A","ENSG00000075785",12.956,13.006,12.981,-1.383,7.665e-08,3.322e-06,"7879"
"XAB2","ENSG00000076924",9.768,9.762,9.765,0.707,7.782e-08,3.356e-06,"56949"
"CRY1","ENSG00000008405",8.677,8.676,8.677,0.499,7.765e-08,3.356e-06,"1407"
"RSC1A1","ENSG00000215695",6.905,7.176,7.041,-1.817,7.979e-08,3.432e-06,"6248"
"MCF2L","ENSG00000126217",6.282,6.524,6.403,1.823,8.034e-08,3.448e-06,"23263"
"AC083841.2","ENSG00000253715",6.438,6.357,6.398,0.725,8.253e-08,3.533e-06,""
"FHL1","ENSG00000022267",13.566,13.083,13.325,1.134,8.335e-08,3.56e-06,"2273"
"TGFBR1","ENSG00000106799",11.781,11.813,11.797,3.354,8.445e-08,3.591e-06,"7046"
"TTC12","ENSG00000149292",8.287,8.393,8.34,0.968,8.45e-08,3.591e-06,"54970"
"C4orf46","ENSG00000205208",8.863,9.911,9.387,0.5,8.719e-08,3.696e-06,"201725"
"AC022150.1","ENSG00000268886",6.303,6.287,6.295,1.899,8.962e-08,3.79e-06,""
"SERPINE2","ENSG00000135919",12.774,13.424,13.099,0.709,9.141e-08,3.857e-06,"5270"
"FAM110C","ENSG00000184731",6.277,6.328,6.303,-0.511,9.642e-08,4.055e-06,"642273"
"AC079174.2","ENSG00000277715",6.644,6.801,6.722,0.624,9.655e-08,4.055e-06,""
"AL157778.1","ENSG00000281566",6.408,6.267,6.337,1.563,9.788e-08,4.1e-06,""
"TNFSF10","ENSG00000121858",8.131,8.813,8.472,-1.28,9.824e-08,4.106e-06,"8743"
"RAB27A","ENSG00000069974",9.784,9.58,9.682,0.453,1.009e-07,4.206e-06,"5873"
"ITGBL1","ENSG00000198542",12.459,11.481,11.97,1.078,1.025e-07,4.263e-06,"9358"
"USP12","ENSG00000152484",10.147,9.676,9.912,-2.45,1.125e-07,4.656e-06,"219333"
"MMEL1","ENSG00000142606",6.258,6.411,6.335,1.156,1.127e-07,4.656e-06,"79258"
"AC012103.1","ENSG00000253376",6.357,6.199,6.278,0.898,1.127e-07,4.656e-06,""
"CCNG2","ENSG00000138764",10.524,10.591,10.558,-1.432,1.154e-07,4.755e-06,"901"
"SLC4A2","ENSG00000164889",11.223,10.914,11.069,-1.187,1.178e-07,4.842e-06,"6522"
"OGA","ENSG00000198408",11.807,11.528,11.667,0.719,1.204e-07,4.94e-06,"10724"
"ARMCX4","ENSG00000196440",8.542,8.734,8.638,0.76,1.211e-07,4.954e-06,"100131755"
"ZBTB25","ENSG00000089775",8.692,8.725,8.708,-0.874,1.217e-07,4.969e-06,"7597"
"BMS1P11","ENSG00000225883",6.222,6.322,6.272,1.21,1.232e-07,5.02e-06,""
"FAM66B","ENSG00000215374",7.669,7.586,7.627,1.41,1.238e-07,5.032e-06,"100128890"
"ATP6AP1","ENSG00000071553",10.819,10.777,10.798,-0.518,1.252e-07,5.075e-06,"537"
"ZSWIM3","ENSG00000132801",7.68,7.956,7.818,0.989,1.282e-07,5.185e-06,"140831"
"AC097372.3","ENSG00000279845",6.369,6.318,6.344,0.959,1.29e-07,5.208e-06,""
"TAS2R64P","ENSG00000256274",6.412,6.262,6.337,0.891,1.317e-07,5.291e-06,""
"ZNF425","ENSG00000204947",7.808,8.067,7.938,-1.93,1.317e-07,5.291e-06,"155054"
"RPH3A","ENSG00000089169",6.205,6.443,6.324,-0.731,1.387e-07,5.559e-06,"22895"
"LIPC","ENSG00000166035",7.014,7.19,7.102,-0.949,1.41e-07,5.639e-06,"3990"
"DRC3","ENSG00000171962",7.468,7.612,7.54,2.175,1.476e-07,5.889e-06,"83450"
"ZNF460","ENSG00000197714",6.868,6.885,6.876,0.645,1.487e-07,5.919e-06,"10794"
"SRSF7","ENSG00000115875",9.856,9.865,9.86,-1.273,1.49e-07,5.919e-06,"6432"
"AC100861.1","ENSG00000246582",7.077,7.023,7.05,0.699,1.527e-07,6.054e-06,"389641"
"LINC02395","ENSG00000257771",6.435,6.444,6.439,-0.534,1.538e-07,6.082e-06,"101927292"
"GNA11","ENSG00000088256",11.026,10.778,10.902,-1.113,1.545e-07,6.097e-06,"2767"
"HCN2","ENSG00000099822",7.385,7.175,7.28,-0.629,1.609e-07,6.335e-06,"610"
"SLC31A1","ENSG00000136868",10.405,10.027,10.216,1.38,1.684e-07,6.616e-06,"1317"
"SFXN1","ENSG00000164466",9.702,9.819,9.76,0.849,1.718e-07,6.734e-06,"94081"
"COL4A3BP","ENSG00000113163",11.101,10.73,10.915,-0.473,1.735e-07,6.785e-06,"10087"
"SCN7A","ENSG00000136546",12.716,11.397,12.056,0.572,1.759e-07,6.863e-06,"6332"
"PIBF1","ENSG00000083535",8.916,8.8,8.858,0.815,1.827e-07,7.112e-06,"10464"
"TMEM206","ENSG00000065600",7.585,7.823,7.704,1.162,1.834e-07,7.126e-06,"55248"
"TIMM10","ENSG00000134809",8.233,8.175,8.204,-0.963,1.855e-07,7.192e-06,"26519"
"IRF2","ENSG00000168310",9.782,9.529,9.655,2.592,1.87e-07,7.232e-06,"3660"
"MSANTD3-TMEFF1","ENSG00000251349",8.674,8.622,8.648,0.546,1.88e-07,7.254e-06,"100526694"
"PDAP1","ENSG00000106244",10.967,11.024,10.996,-0.77,1.923e-07,7.406e-06,"11333"
"HASPIN","ENSG00000177602",6.83,6.74,6.785,1.093,1.987e-07,7.637e-06,"83903"
"DPP7","ENSG00000176978",11.081,10.903,10.992,1.324,2.008e-07,7.697e-06,"29952"
"GOLGA6A","ENSG00000159289",6.303,6.294,6.299,-0.548,2.072e-07,7.926e-06,"342096"
"AC008870.2","ENSG00000260751",6.763,6.859,6.811,-0.992,2.147e-07,8.198e-06,""
"BSG","ENSG00000172270",12.855,12.796,12.826,-1.389,2.162e-07,8.237e-06,"682"
"RPS27A","ENSG00000143947",12.958,12.907,12.932,0.781,2.202e-07,8.369e-06,"6233"
"MEX3C","ENSG00000176624",9.946,10.018,9.982,-0.902,2.215e-07,8.403e-06,"51320"
"MICAL1","ENSG00000135596",10.687,10.298,10.492,0.609,2.249e-07,8.511e-06,"64780"
"LINC01426","ENSG00000234380",7.013,6.952,6.982,2.184,2.283e-07,8.622e-06,"100506385"
"AC022532.1","ENSG00000280401",6.514,6.427,6.471,-1.196,2.35e-07,8.837e-06,""
"AC090559.1","ENSG00000255197",7.027,6.791,6.909,0.676,2.345e-07,8.837e-06,""
"LINC01102","ENSG00000235597",6.381,6.364,6.373,-0.764,2.377e-07,8.908e-06,"150568"
"SIK2","ENSG00000170145",11.839,11.581,11.71,-2.452,2.379e-07,8.908e-06,"23235"
"ALKBH5","ENSG00000091542",10.763,10.773,10.768,0.434,2.414e-07,9.02e-06,"54890"
"AC011592.1","ENSG00000280397",6.446,6.411,6.429,-0.884,2.511e-07,9.362e-06,""
"BAIAP2L2","ENSG00000128298",6.997,6.905,6.951,-2.201,2.586e-07,9.613e-06,"80115"
"AL162171.1","ENSG00000258789",6.477,6.445,6.461,0.908,2.589e-07,9.613e-06,""
"PTPN14","ENSG00000152104",11.613,11.591,11.602,-1.126,2.604e-07,9.648e-06,"5784"
"AC137630.1","ENSG00000223343",6.5,6.474,6.487,-0.736,2.764e-07,1.022e-05,""
"AC104024.1","ENSG00000230709",6.349,6.318,6.334,1.463,2.795e-07,1.029e-05,"284191"
"LOH12CR2","ENSG00000205791",6.993,7.137,7.065,0.76,2.794e-07,1.029e-05,"503693"
"AC010997.4","ENSG00000273248",6.296,6.357,6.327,-1.31,2.835e-07,1.042e-05,""
"AC011676.1","ENSG00000253307",6.27,6.393,6.331,-1.62,2.969e-07,1.089e-05,""
"LRRC58","ENSG00000163428",10.233,10.082,10.158,3.193,3.062e-07,1.12e-05,"116064"
"SMIM13","ENSG00000224531",8.846,8.455,8.65,-1.438,3.172e-07,1.158e-05,"221710"
"AC004812.2","ENSG00000277283",7.237,7.186,7.212,0.572,3.199e-07,1.166e-05,""
"ATP1A1","ENSG00000163399",12.887,12.485,12.686,-2.081,3.226e-07,1.173e-05,"476"
"EGR1","ENSG00000120738",9.158,9.927,9.542,0.663,3.268e-07,1.186e-05,"1958"
"TKT","ENSG00000163931",11.94,12.55,12.245,0.833,3.389e-07,1.222e-05,"7086"
"AC007744.1","ENSG00000271894",6.464,6.663,6.564,-0.684,3.391e-07,1.222e-05,""
"PPP1R10","ENSG00000204569",10.013,10.196,10.104,1.413,3.395e-07,1.222e-05,"5514"
"FXYD7","ENSG00000221946",6.264,6.345,6.304,-1.025,3.38e-07,1.222e-05,"53822"
"AC007485.2","ENSG00000279059",7.778,7.46,7.619,1.912,3.447e-07,1.238e-05,""
"TFAP2A","ENSG00000137203",7.067,7.675,7.371,0.907,3.57e-07,1.28e-05,"7020"
"RPL34","ENSG00000109475",12.55,12.458,12.504,-1.507,3.75e-07,1.341e-05,"6164"
"TFP1","ENSG00000242337",6.491,6.593,6.542,-0.703,3.756e-07,1.341e-05,""
"RAD1","ENSG00000113456",10.501,9.801,10.151,0.897,3.804e-07,1.356e-05,"5810"
"TENM3","ENSG00000218336",7.935,8.31,8.122,0.959,3.882e-07,1.38e-05,"55714"
"NDUFV2P1","ENSG00000267809",7.483,7.441,7.462,0.939,3.943e-07,1.399e-05,""
"SLITRK1","ENSG00000178235",6.533,6.387,6.46,0.411,3.975e-07,1.408e-05,"114798"
"REC8","ENSG00000100918",7.123,7.146,7.134,2.381,4.059e-07,1.435e-05,"9985"
"LRRC66","ENSG00000188993",7.202,7.035,7.118,-1.362,4.074e-07,1.437e-05,"339977"
"AC007161.1","ENSG00000234718",6.324,6.203,6.264,3.473,4.099e-07,1.443e-05,""
"AL807752.7","ENSG00000284341",6.401,6.617,6.509,1.284,4.135e-07,1.453e-05,""
"AC093158.1","ENSG00000237324",6.328,6.331,6.33,1.599,4.168e-07,1.461e-05,""
"TRHDE","ENSG00000072657",10.391,10.567,10.479,-0.703,4.198e-07,1.469e-05,"29953"
"PON2","ENSG00000105854",10.411,10.337,10.374,0.798,4.232e-07,1.475e-05,"5445"
"RASGRP4","ENSG00000171777",6.332,6.378,6.355,1.117,4.23e-07,1.475e-05,"115727"
"TMEM168","ENSG00000146802",9.557,9.714,9.635,-0.891,4.437e-07,1.544e-05,"64418"
"KMT2E","ENSG00000005483",10.955,10.941,10.948,0.942,4.748e-07,1.648e-05,"55904"
"SBNO2","ENSG00000064932",10.444,10.205,10.325,0.479,4.762e-07,1.65e-05,"22904"
"AC004980.1","ENSG00000205485",7.151,7.376,7.263,0.624,4.868e-07,1.683e-05,"100133091"
"PGM5","ENSG00000154330",11.17,11.344,11.257,0.616,4.964e-07,1.712e-05,"5239"
"HSF2","ENSG00000025156",8.466,8.657,8.561,0.618,4.969e-07,1.712e-05,"3298"
"RN7SL201P","ENSG00000242118",6.257,6.216,6.236,1.893,4.99e-07,1.716e-05,""
"DVL3","ENSG00000161202",11.464,11.441,11.452,0.481,5.085e-07,1.745e-05,"1857"
"RCAN1","ENSG00000159200",11.997,10.65,11.323,0.799,5.165e-07,1.769e-05,"1827"
"NLRC5","ENSG00000140853",9.133,8.995,9.064,-1.042,5.198e-07,1.777e-05,"84166"
"AL590399.3","ENSG00000231212",6.421,6.436,6.428,1.283,5.297e-07,1.807e-05,""
"DZIP3","ENSG00000198919",9.627,9.836,9.731,-1.111,5.557e-07,1.892e-05,"9666"
"PCED1A","ENSG00000132635",9.463,9.498,9.481,-1.348,5.706e-07,1.939e-05,"64773"
"AC008581.2","ENSG00000285000",7.221,7.84,7.531,-0.798,5.774e-07,1.955e-05,""
"ALG2","ENSG00000119523",10.026,9.681,9.853,-1.062,5.79e-07,1.955e-05,"85365"
"IGSF11","ENSG00000144847",6.241,6.331,6.286,0.539,5.797e-07,1.955e-05,"152404"
"METTL17","ENSG00000165792",9.131,9.316,9.223,-0.888,5.783e-07,1.955e-05,"64745"
"EEF1A1P6","ENSG00000233476",7.635,7.632,7.634,0.748,5.843e-07,1.967e-05,""
"ADGRA3","ENSG00000152990",9.218,9.915,9.566,-0.763,5.865e-07,1.97e-05,"166647"
"AKAP7","ENSG00000118507",7.988,7.54,7.764,0.514,5.986e-07,2.007e-05,"9465"
"EID3","ENSG00000255150",7.184,7.045,7.114,-0.898,6.083e-07,2.036e-05,"493861"
"DENND4C","ENSG00000137145",10.701,10.59,10.645,-0.59,6.094e-07,2.036e-05,"55667"
"NEFL","ENSG00000277586",6.879,6.782,6.83,-1.386,6.206e-07,2.062e-05,"4747"
"CASTOR1","ENSG00000239282",7.876,7.64,7.758,1.115,6.209e-07,2.062e-05,"652968"
"AC092295.2","ENSG00000267309",7.07,7.064,7.067,-1.443,6.194e-07,2.062e-05,"728752"
"AC105429.1","ENSG00000276337",6.347,6.486,6.416,0.448,6.552e-07,2.172e-05,""
"PALD1","ENSG00000107719",6.884,6.772,6.828,0.656,6.653e-07,2.201e-05,"27143"
"NELFCD","ENSG00000101158",9.915,9.921,9.918,1.24,6.722e-07,2.22e-05,"51497"
"LINC00842","ENSG00000285294",7.501,7.136,7.318,-1.466,6.774e-07,2.233e-05,"643650"
"RBP1","ENSG00000114115",6.689,7.018,6.853,0.783,7.052e-07,2.32e-05,"5947"
"ERH","ENSG00000100632",10.113,10.232,10.172,1.043,7.077e-07,2.324e-05,"2079"
"PRKCE","ENSG00000171132",8.52,9.42,8.97,-0.864,7.37e-07,2.416e-05,"5581"
"OLFML3","ENSG00000116774",12.015,11.858,11.937,0.684,7.447e-07,2.437e-05,"56944"
"TMED5","ENSG00000117500",11.376,11.022,11.199,-0.93,7.58e-07,2.476e-05,"50999"
"FOXC1","ENSG00000054598",9.174,9.271,9.223,2.173,7.626e-07,2.486e-05,"2296"
"PTPRG","ENSG00000144724",12.154,11.235,11.695,-0.608,7.768e-07,2.528e-05,"5793"
"LINC01165","ENSG00000229081",7.139,6.883,7.011,-0.345,7.819e-07,2.54e-05,""
